geography_name,immigrant_status,Total,Owner,Renter,renter_owner_gap,csd_code,cma,join_key,tot_pop,tot_income,own_pop,own_income,rent_pop,rent_income,annual_housing_cost_total,annual_housing_cost_owner,annual_housing_cost_renter
Langley (5915002) CY 00000,Immigrant,23.9,22.9,25.5,2.6,5915002,Vancouver,5915002|Immigrant,8200.0,105500.0,5215.0,115300.0,2980.0,88400.0,25214.5,26403.7,22542.0
Bradford West Gwillimbury (3543014) T 00000,Total Immigrant Status,23.0,22.6,25.2,2.6,3543014,Toronto,3543014|Total Immigrant Status,41580.0,144600.0,35905.0,150800.0,5680.0,105100.0,33258.0,34080.8,26485.2
Saint-Amable (2459015) V 00000,Non-immigrants,17.1,16.7,19.2,2.5,2459015,Montréal,2459015|Non-immigrants,12080.0,114900.0,10020.0,122800.0,2060.0,76500.0,19647.9,20507.6,14688.0
Mirabel (2474005) V 00000,Immigrant,20.7,20.1,22.6,2.5,2474005,Montréal,2474005|Immigrant,4610.0,111200.0,3605.0,119100.0,1005.0,83200.0,23018.4,23939.1,18803.2
Coteau-du-Lac (2471040) V 00000,Immigrant,17.0,16.4,18.8,2.4,2471040,Montréal,2471040|Immigrant,330.0,140500.0,255.0,160000.0,75.0,74000.0,23885.0,26240.0,13912.0
Ajax (3518005) T 00000,Immigrant,24.1,23.9,26.3,2.4,3518005,Toronto,3518005|Immigrant,78520.0,151200.0,69725.0,156400.0,8800.0,109300.0,36439.2,37379.6,28745.9
New Westminster (5915029) CY 00000,Immigrant,24.2,23.2,25.6,2.4,5915029,Vancouver,5915029|Immigrant,37960.0,123100.0,23020.0,144000.0,14940.0,90900.0,29790.2,33408.0,23270.4
Saint-Lin--Laurentides (2463048) V 00000,Non-immigrants,16.7,16.1,18.5,2.4,2463048,Montréal,2463048|Non-immigrants,22370.0,100900.0,16745.0,109600.0,5625.0,75100.0,16850.3,17645.600000000002,13893.5
Saint-Colomban (2475005) V 00000,Immigrant,17.8,17.6,20.0,2.4,2475005,Montréal,2475005|Immigrant,690.0,120200.0,640.0,126000.0,55.0,50000.0,21395.6,22176.0,10000.0
Saint-Philippe (2467010) V 00000,Immigrant,19.0,18.7,21.0,2.3,2467010,Montréal,2467010|Immigrant,865.0,130000.0,780.0,136800.0,80.0,67000.0,24700.0,25581.6,14070.0
Metro Vancouver A (5915020) RDA 00000,Immigrant,31.8,30.6,32.9,2.3,5915020,Vancouver,5915020|Immigrant,9410.0,142000.0,4550.0,168400.0,4860.0,117500.0,45156.0,51530.4,38657.5
Bois-des-Filion (2473030) V 00000,Immigrant,19.7,19.4,21.6,2.2,2473030,Montréal,2473030|Immigrant,2065.0,114000.0,1840.0,117700.0,225.0,83000.0,22458.0,22833.8,17928.000000000004
Saint-Lin--Laurentides (2463048) V 00000,Total Immigrant Status,17.0,16.5,18.7,2.2,2463048,Montréal,2463048|Total Immigrant Status,23645.0,100400.0,17840.0,108900.0,5810.0,74400.0,17068.0,17968.5,13912.8
Terrasse-Vaudreuil (2471075) MÉ 00000,Immigrant,19.3,19.0,21.2,2.2,2471075,Montréal,2471075|Immigrant,415.0,115600.0,360.0,122000.0,50.0,74000.0,22310.8,23180.0,15688.0
Saint-Amable (2459015) V 00000,Total Immigrant Status,17.4,17.0,19.1,2.1,2459015,Montréal,2459015|Total Immigrant Status,13235.0,114300.0,11065.0,121600.0,2165.0,76900.0,19888.199999999997,20672.0,14687.9
Brampton (3521010) CY 00000,Total Immigrant Status,24.4,24.0,26.1,2.1,3521010,Toronto,3521010|Total Immigrant Status,641015.0,144200.0,523560.0,153200.0,117460.0,104400.0,35184.8,36768.0,27248.4
Anmore (5915038) VL 00000,Non-immigrants,19.6,19.5,21.6,2.1,5915038,Vancouver,5915038|Non-immigrants,1485.0,255600.0,1395.0,266400.0,85.0,82000.0,50097.6,51948.0,17712.000000000004
Montréal-Est (2466007) V 00000,Total Immigrant Status,18.5,17.3,19.3,2.0,2466007,Montréal,2466007|Total Immigrant Status,4205.0,93400.0,1685.0,118600.0,2520.0,76700.0,17279.0,20517.8,14803.1
Les Cèdres (2471050) MÉ 00000,Total Immigrant Status,15.2,15.1,17.0,1.9,2471050,Montréal,2471050|Total Immigrant Status,7100.0,126800.0,6435.0,128400.0,665.0,111000.0,19273.6,19388.4,18870.0
Laval (2465005) V 00000,Immigrant,19.0,18.5,20.4,1.9,2465005,Montréal,2465005|Immigrant,194685.0,116200.0,142305.0,129400.0,52385.0,80200.0,22078.0,23939.0,16360.8
Vaudreuil-Dorion (2471083) V 00000,Immigrant,20.8,20.5,22.4,1.9,2471083,Montréal,2471083|Immigrant,13995.0,120800.0,12165.0,125400.0,1825.0,90300.0,25126.4,25707.0,20227.199999999997
Delta (5915011) CY 00000,Immigrant,21.4,21.0,22.9,1.9,5915011,Vancouver,5915011|Immigrant,50505.0,147200.0,39870.0,156800.0,10635.0,111100.0,31500.8,32928.0,25441.9
"Montréal (CMA), Que. 20000",Immigrant,20.1,19.3,21.1,1.8,,Montréal,"Montréal , Que. 20000|Immigrant",1489795.0,111700.0,796590.0,139400.0,693205.0,79900.0,22451.7,26904.2,16858.9
Repentigny (2460013) V 00000,Immigrant,19.4,19.2,21.0,1.8,2460013,Montréal,2460013|Immigrant,17035.0,129600.0,15370.0,133600.0,1665.0,92000.0,25142.4,25651.2,19320.0
Saint-Lin--Laurentides (2463048) V 00000,Immigrant,21.9,21.7,23.5,1.8,2463048,Montréal,2463048|Immigrant,1280.0,92200.0,1095.0,98400.0,185.0,55200.0,20191.8,21352.8,12972.0
Spring Lake (4811046) VL 00000,Total Immigrant Status,17.2,17.0,18.8,1.8,4811046,Edmonton,4811046|Total Immigrant Status,710.0,153200.0,640.0,160000.0,70.0,92000.0,26350.4,27200.0,17296.0
Longueuil (2458227) V 00000,Immigrant,18.9,18.1,19.9,1.8,2458227,Montréal,2458227|Immigrant,76070.0,106400.0,43970.0,126600.0,32100.0,78700.0,20109.6,22914.6,15661.3
Spring Lake (4811046) VL 00000,Non-immigrants,17.3,17.1,18.8,1.7,4811046,Edmonton,4811046|Non-immigrants,650.0,156000.0,580.0,164000.0,70.0,92000.0,26988.0,28044.000000000004,17296.0
Surrey (5915004) CY 00000,Total Immigrant Status,22.1,21.6,23.3,1.7,5915004,Vancouver,5915004|Total Immigrant Status,549780.0,143200.0,403320.0,157800.0,146460.0,102900.0,31647.2,34084.8,23975.7
Mascouche (2464015) V 00000,Immigrant,19.8,19.6,21.1,1.5,2464015,Montréal,2464015|Immigrant,5675.0,119200.0,4930.0,123800.0,750.0,89400.0,23601.6,24264.8,18863.4
Sainte-Thérèse (2473010) V 00000,Immigrant,19.8,19.2,20.7,1.5,2473010,Montréal,2473010|Immigrant,2630.0,94700.0,1580.0,110900.0,1045.0,70200.0,18750.6,21292.8,14531.4
Saint-Constant (2467035) V 00000,Immigrant,19.5,19.4,20.8,1.4,2467035,Montréal,2467035|Immigrant,6060.0,125800.0,5570.0,129000.0,490.0,89200.0,24531.0,25026.0,18553.6
King (3519049) TP 00000,Total Immigrant Status,21.6,21.5,22.7,1.2,3519049,Toronto,3519049|Total Immigrant Status,25875.0,224000.0,23485.0,234600.0,2390.0,119300.0,48384.0,50439.0,27081.1
Saint-Jean-sur-Richelieu (2456083) V 00000,Immigrant,18.4,18.1,19.0,0.9,2456083,Montréal,2456083|Immigrant,5445.0,112600.0,3705.0,127600.0,1740.0,80800.0,20718.399999999998,23095.6,15352.0
Montréal (2466023) V 00000,Immigrant,20.7,20.2,21.0,0.8,2466023,Montréal,2466023|Immigrant,855340.0,101600.0,320985.0,140600.0,534355.0,78000.0,21031.2,28401.2,16380.0
Les Coteaux (2471033) MÉ 00000,Immigrant,16.3,16.2,17.0,0.8,2471033,Montréal,2471033|Immigrant,220.0,109000.0,175.0,121000.0,45.0,62000.0,17767.0,19602.0,10540.0
Sturgeon County (4811059) MD 00000,Immigrant,17.5,17.4,18.2,0.8,4811059,Edmonton,4811059|Immigrant,1730.0,184000.0,1615.0,189800.0,115.0,104000.0,32200.0,33025.2,18928.0
Brampton (3521010) CY 00000,Immigrant,25.2,25.1,25.9,0.8,3521010,Toronto,3521010|Immigrant,523730.0,144000.0,432890.0,151600.0,90835.0,107400.0,36288.0,38051.6,27816.6
Stony Plain (4811048) T 00000,Immigrant,19.8,19.6,20.4,0.8,4811048,Edmonton,4811048|Immigrant,1530.0,128800.0,1115.0,128400.0,415.0,129500.0,25502.4,25166.4,26418.0
Boucherville (2458033) V 00000,Immigrant,17.3,17.2,17.8,0.6,2458033,Montréal,2458033|Immigrant,5120.0,158600.0,4505.0,167800.0,610.0,91200.0,27437.8,28861.6,16233.6
Sturgeon County (4811059) MD 00000,Non-immigrants,17.0,16.9,17.3,0.4,4811059,Edmonton,4811059|Non-immigrants,16430.0,171600.0,14125.0,181200.0,2305.0,112600.0,29172.0,30622.799999999996,19479.8
Sturgeon County (4811059) MD 00000,Total Immigrant Status,17.0,17.0,17.4,0.4,4811059,Edmonton,4811059|Total Immigrant Status,18160.0,172800.0,15735.0,182200.0,2425.0,112200.0,29376.0,30974.0,19522.8
Sainte-Catherine (2467030) V 00000,Immigrant,17.8,17.8,18.1,0.3,2467030,Montréal,2467030|Immigrant,2390.0,124400.0,2210.0,128200.0,180.0,79500.0,22143.2,22819.6,14389.5
Pitt Meadows (5915070) CY 00000,Immigrant,21.1,21.1,21.4,0.3,5915070,Vancouver,5915070|Immigrant,6205.0,139400.0,5160.0,146600.0,1045.0,103400.0,29413.4,30932.6,22127.6
Senneville (2466127) VL 00000,Total Immigrant Status,14.2,14.2,14.2,0.0,2466127,Montréal,2466127|Total Immigrant Status,935.0,236000.0,770.0,248000.0,160.0,178000.0,33512.0,35216.0,25276.0
Saint-Mathieu (2467005) MÉ 00000,Total Immigrant Status,14.5,14.5,14.4,-0.1,2467005,Montréal,2467005|Total Immigrant Status,2285.0,127900.0,2065.0,132200.0,225.0,88000.0,18545.5,19169.0,12672.0
Saint-Mathieu (2467005) MÉ 00000,Non-immigrants,14.6,14.6,14.5,-0.1,2467005,Montréal,2467005|Non-immigrants,2200.0,128400.0,1980.0,132800.0,215.0,89000.0,18746.4,19388.8,12905.0
Saint-Jérôme (2475017) V 00000,Immigrant,20.0,20.1,19.8,-0.3,2475017,Montréal,2475017|Immigrant,6390.0,104200.0,4185.0,116500.0,2205.0,80800.0,20840.0,23416.5,15998.4
Bradford West Gwillimbury (3543014) T 00000,Immigrant,25.7,25.7,25.3,-0.4,3543014,Toronto,3543014|Immigrant,20245.0,138400.0,18215.0,142200.0,2030.0,104200.0,35568.8,36545.4,26362.6
La Prairie (2467015) V 00000,Immigrant,20.2,20.3,19.8,-0.5,2467015,Montréal,2467015|Immigrant,5910.0,128600.0,5100.0,133800.0,810.0,95000.0,25977.2,27161.4,18810.0
Blainville (2473015) V 00000,Immigrant,19.9,19.9,19.4,-0.5,2473015,Montréal,2473015|Immigrant,9745.0,139800.0,8805.0,143800.0,935.0,102200.0,27820.2,28616.2,19826.8
Leduc (4811016) CY 00000,Immigrant,21.2,21.4,20.9,-0.5,4811016,Edmonton,4811016|Immigrant,5045.0,119300.0,3565.0,128600.0,1475.0,97200.0,25291.6,27520.4,20314.8
Bowen Island (5915062) IM 00000,Immigrant,20.3,20.4,19.8,-0.6,5915062,Vancouver,5915062|Immigrant,1065.0,166400.0,880.0,179200.0,180.0,104000.0,33779.2,36556.799999999996,20592.0
McMasterville (2457025) MÉ 00000,Immigrant,17.9,18.0,17.0,-1.0,2457025,Montréal,2457025|Immigrant,250.0,109000.0,225.0,114000.0,20.0,56000.0,19510.999999999996,20520.0,9520.0
Terrebonne (2464008) V 00000,Immigrant,18.9,19.0,18.0,-1.0,2464008,Montréal,2464008|Immigrant,22975.0,129600.0,20475.0,133600.0,2500.0,97500.0,24494.4,25384.0,17550.0
Devon (4811018) T 00000,Immigrant,20.3,20.6,19.6,-1.0,4811018,Edmonton,4811018|Immigrant,475.0,104000.0,330.0,100400.0,150.0,112000.0,21112.0,20682.4,21952.0
Saint-Sulpice (2460020) PE 00000,Immigrant,16.1,16.6,15.6,-1.0,2460020,Montréal,2460020|Immigrant,160.0,130000.0,95.0,158000.0,75.0,96000.0,20930.000000000004,26228.0,14976.0
Varennes (2459020) V 00000,Immigrant,18.3,18.5,17.4,-1.1,2459020,Montréal,2459020|Immigrant,1045.0,116400.0,870.0,123200.0,175.0,83000.0,21301.2,22792.0,14441.999999999998
Surrey (5915004) CY 00000,Immigrant,23.3,23.6,22.4,-1.2,5915004,Vancouver,5915004|Immigrant,366350.0,142000.0,269440.0,155600.0,96905.0,103800.0,33086.0,36721.6,23251.2
Saint-Eustache (2472005) V 00000,Immigrant,18.6,18.8,17.4,-1.4,2472005,Montréal,2472005|Immigrant,6260.0,114500.0,5275.0,119100.0,985.0,89800.0,21297.0,22390.8,15625.199999999997
Chambly (2457005) V 00000,Immigrant,17.8,18.0,16.4,-1.6,2457005,Montréal,2457005|Immigrant,3900.0,152200.0,3375.0,161000.0,525.0,96400.0,27091.6,28980.0,15809.599999999999
Lions Bay (5915065) VL 00000,Non-immigrants,21.1,21.3,19.6,-1.7,5915065,Vancouver,5915065|Non-immigrants,780.0,218400.0,690.0,222800.0,95.0,188000.0,46082.4,47456.4,36848.00000000001
Léry (2467055) V 00000,Immigrant,21.5,21.8,20.0,-1.8,2467055,Montréal,2467055|Immigrant,215.0,160000.0,180.0,135000.0,35.0,300000.0,34400.0,29430.0,60000.0
Montréal-Est (2466007) V 00000,Immigrant,20.7,21.9,20.0,-1.9,2466007,Montréal,2466007|Immigrant,735.0,87800.0,265.0,108000.0,470.0,76400.0,18174.6,23652.0,15280.0
Saint-Amable (2459015) V 00000,Immigrant,19.9,20.1,18.2,-1.9,2459015,Montréal,2459015|Immigrant,1155.0,108200.0,1040.0,110600.0,110.0,84000.0,21531.8,22230.6,15288.0
Otterburn Park (2457030) V 00000,Immigrant,18.9,19.0,17.0,-2.0,2457030,Montréal,2457030|Immigrant,575.0,118800.0,540.0,122400.0,35.0,64000.0,22453.2,23256.0,10880.0
Boisbriand (2473005) V 00000,Immigrant,19.0,19.4,17.3,-2.1,2473005,Montréal,2473005|Immigrant,5505.0,115700.0,4475.0,121600.0,1030.0,90400.0,21983.0,23590.4,15639.2
Mercier (2467045) V 00000,Immigrant,19.9,20.1,17.9,-2.2,2467045,Montréal,2467045|Immigrant,2455.0,121100.0,2185.0,124700.0,260.0,91000.0,24098.9,25064.7,16288.999999999998
King (3519049) TP 00000,Immigrant,26.8,27.0,24.2,-2.8,3519049,Toronto,3519049|Immigrant,9055.0,190600.0,8360.0,199000.0,700.0,91400.0,51080.8,53730.0,22118.8
Senneville (2466127) VL 00000,Non-immigrants,14.2,14.6,11.6,-3.0,2466127,Montréal,2466127|Non-immigrants,675.0,204800.0,585.0,204000.0,90.0,212000.0,29081.6,29784.0,24592.0
Morinville (4811068) T 00000,Immigrant,23.0,24.0,20.8,-3.2,4811068,Edmonton,4811068|Immigrant,635.0,116800.0,435.0,122800.0,195.0,103000.0,26864.0,29472.0,21424.0
Anmore (5915038) VL 00000,Total Immigrant Status,19.9,20.2,16.8,-3.4,5915038,Vancouver,5915038|Total Immigrant Status,2255.0,262000.0,2105.0,266000.0,155.0,204000.0,52138.0,53732.0,34272.0
Leduc County (4811012) MD 00000,Immigrant,22.4,22.7,19.2,-3.5,4811012,Edmonton,4811012|Immigrant,1390.0,149000.0,1255.0,158400.0,135.0,61000.0,33376.0,35956.8,11712.0
L'Épiphanie (2460037) V 00000,Immigrant,15.6,16.2,12.0,-4.2,2460037,Montréal,2460037|Immigrant,355.0,129500.0,305.0,137000.0,50.0,88000.0,20202.0,22194.0,10560.0
Anmore (5915038) VL 00000,Immigrant,20.5,21.4,10.6,-10.8,5915038,Vancouver,5915038|Immigrant,770.0,274000.0,710.0,265500.0,65.0,370000.0,56170.0,56817.0,39220.0
Mono (3522012) T 00000,Immigrant,20.3,20.7,7.9,-12.8,3522012,Toronto,3522012|Immigrant,2670.0,180800.0,2595.0,180800.0,75.0,185000.0,36702.4,37425.6,14615.0
Saint-Mathieu-de-Beloeil (2457045) MÉ 00000,Immigrant,17.0,16.0,,,2457045,Montréal,2457045|Immigrant,140.0,172000.0,130.0,180000.0,0.0,,29240.0,28800.0,
Verchères (2459025) MÉ 00000,Immigrant,16.1,16.7,,,2459025,Montréal,2459025|Immigrant,180.0,138000.0,165.0,138000.0,0.0,,22218.0,23046.0,
Saint-Roch-de-l'Achigan (2463035) MÉ 00000,Immigrant,11.4,10.4,,,2463035,Montréal,2463035|Immigrant,70.0,190000.0,50.0,210000.0,0.0,,21660.0,21840.0,
L'Île-Dorval (2466092) V 09999,Total Immigrant Status,,,,,2466092,Montréal,2466092|Total Immigrant Status,,,,,,,,,
L'Île-Dorval (2466092) V 09999,Non-immigrants,,,,,2466092,Montréal,2466092|Non-immigrants,,,,,,,,,
L'Île-Dorval (2466092) V 09999,Immigrant,,,,,2466092,Montréal,2466092|Immigrant,,,,,,,,,
Saint-Mathieu (2467005) MÉ 00000,Immigrant,13.2,13.5,,,2467005,Montréal,2467005|Immigrant,90.0,114000.0,80.0,120000.0,0.0,,15048.0,16200.0,
Saint-Isidore (2467040) PE 00000,Immigrant,13.3,16.6,,,2467040,Montréal,2467040|Immigrant,170.0,144000.0,135.0,134000.0,0.0,,19152.0,22244.0,
Kahnawake (2467802) IRI 19999,Total Immigrant Status,,,,,2467802,Montréal,2467802|Total Immigrant Status,,,,,,,,,
Kahnawake (2467802) IRI 19999,Non-immigrants,,,,,2467802,Montréal,2467802|Non-immigrants,,,,,,,,,
Kahnawake (2467802) IRI 19999,Immigrant,,,,,2467802,Montréal,2467802|Immigrant,,,,,,,,,
Les Cèdres (2471050) MÉ 00000,Immigrant,16.8,20.0,,,2471050,Montréal,2471050|Immigrant,615.0,149000.0,515.0,111600.0,0.0,,25032.0,22320.0,
Pointe-des-Cascades (2471055) VL 00000,Immigrant,22.2,22.3,,,2471055,Montréal,2471055|Immigrant,300.0,135000.0,285.0,139000.0,0.0,,29970.0,30997.0,
Vaudreuil-sur-le-Lac (2471090) VL 00000,Total Immigrant Status,15.0,14.8,,,2471090,Montréal,2471090|Total Immigrant Status,1330.0,178800.0,1295.0,181200.0,0.0,,26820.0,26817.6,
Vaudreuil-sur-le-Lac (2471090) VL 00000,Non-immigrants,13.0,12.9,,,2471090,Montréal,2471090|Non-immigrants,1075.0,184000.0,1055.0,185200.0,0.0,,23920.0,23890.8,
Vaudreuil-sur-le-Lac (2471090) VL 00000,Immigrant,23.3,22.9,,,2471090,Montréal,2471090|Immigrant,260.0,157000.0,240.0,162000.0,0.0,,36581.0,37098.0,
L'Île-Cadieux (2471095) V 00909,Total Immigrant Status,,,,,2471095,Montréal,2471095|Total Immigrant Status,,,,,,,,,
L'Île-Cadieux (2471095) V 00909,Non-immigrants,,,,,2471095,Montréal,2471095|Non-immigrants,,,,,,,,,
L'Île-Cadieux (2471095) V 00909,Immigrant,,,,,2471095,Montréal,2471095|Immigrant,,,,,,,,,
Pointe-Calumet (2472020) MÉ 00000,Immigrant,18.3,18.8,,,2472020,Montréal,2472020|Immigrant,330.0,105600.0,305.0,102000.0,0.0,,19324.8,19176.0,
Saint-Joseph-du-Lac (2472025) MÉ 00000,Immigrant,13.4,13.5,,,2472025,Montréal,2472025|Immigrant,315.0,186000.0,295.0,190000.0,0.0,,24924.0,25650.0,
Oka (2472032) MÉ 00000,Immigrant,21.0,21.8,,,2472032,Montréal,2472032|Immigrant,100.0,108000.0,95.0,114000.0,0.0,,22680.0,24852.0,
Saint-Placide (2472043) MÉ 00000,Immigrant,17.8,16.8,,,2472043,Montréal,2472043|Immigrant,110.0,138000.0,95.0,142000.0,0.0,,24564.0,23856.0,
Kanesatake (2472802) S-É 19999,Total Immigrant Status,,,,,2472802,Montréal,2472802|Total Immigrant Status,,,,,,,,,
Kanesatake (2472802) S-É 19999,Non-immigrants,,,,,2472802,Montréal,2472802|Non-immigrants,,,,,,,,,
Kanesatake (2472802) S-É 19999,Immigrant,,,,,2472802,Montréal,2472802|Immigrant,,,,,,,,,
Lorraine (2473025) V 00000,Immigrant,18.2,18.3,,,2473025,Montréal,2473025|Immigrant,1555.0,167400.0,1510.0,164600.0,40.0,260000.0,30466.8,30121.8,
Gore (2476025) CT 01010,Immigrant,12.5,11.4,,,2476025,Montréal,2476025|Immigrant,215.0,95000.0,195.0,98000.0,0.0,,11875.0,11172.0,
Chippewas of Georgina Island First Nation (3519076) IRI 04949,Total Immigrant Status,,,,,3519076,Toronto,3519076|Total Immigrant Status,,,,,,,,,
Chippewas of Georgina Island First Nation (3519076) IRI 04949,Non-immigrants,,,,,3519076,Toronto,3519076|Non-immigrants,,,,,,,,,
Chippewas of Georgina Island First Nation (3519076) IRI 04949,Immigrant,,,,,3519076,Toronto,3519076|Immigrant,,,,,,,,,
Bruderheim (4810066) T 00000,Immigrant,,,,,4810066,Edmonton,4810066|Immigrant,0.0,,0.0,,0.0,,,,
Calmar (4811019) T 00000,Immigrant,19.8,19.6,,,4811019,Edmonton,4811019|Immigrant,140.0,104000.0,125.0,110000.0,0.0,,20592.0,21560.0,
Sundance Beach (4811020) SV 04999,Total Immigrant Status,,,,,4811020,Edmonton,4811020|Total Immigrant Status,,,,,,,,,
Sundance Beach (4811020) SV 04999,Non-immigrants,,,,,4811020,Edmonton,4811020|Non-immigrants,,,,,,,,,
Sundance Beach (4811020) SV 04999,Immigrant,,,,,4811020,Edmonton,4811020|Immigrant,,,,,,,,,
Thorsby (4811021) T 00010,Immigrant,13.8,,,,4811021,Edmonton,4811021|Immigrant,55.0,116000.0,0.0,,0.0,,16008.0,,
Itaska Beach (4811022) SV 09999,Total Immigrant Status,,,,,4811022,Edmonton,4811022|Total Immigrant Status,,,,,,,,,
Itaska Beach (4811022) SV 09999,Non-immigrants,,,,,4811022,Edmonton,4811022|Non-immigrants,,,,,,,,,
Itaska Beach (4811022) SV 09999,Immigrant,,,,,4811022,Edmonton,4811022|Immigrant,,,,,,,,,
Golden Days (4811023) SV 02919,Total Immigrant Status,,,,,4811023,Edmonton,4811023|Total Immigrant Status,,,,,,,,,
Golden Days (4811023) SV 02919,Non-immigrants,,,,,4811023,Edmonton,4811023|Non-immigrants,,,,,,,,,
Golden Days (4811023) SV 02919,Immigrant,,,,,4811023,Edmonton,4811023|Immigrant,,,,,,,,,
Warburg (4811024) VL 00010,Immigrant,,,,,4811024,Edmonton,4811024|Immigrant,0.0,,0.0,,0.0,,,,
Seba Beach (4811038) SV 04949,Total Immigrant Status,,,,,4811038,Edmonton,4811038|Total Immigrant Status,,,,,,,,,
Seba Beach (4811038) SV 04949,Non-immigrants,,,,,4811038,Edmonton,4811038|Non-immigrants,,,,,,,,,
Seba Beach (4811038) SV 04949,Immigrant,,,,,4811038,Edmonton,4811038|Immigrant,,,,,,,,,
Betula Beach (4811039) SV 09999,Total Immigrant Status,,,,,4811039,Edmonton,4811039|Total Immigrant Status,,,,,,,,,
Betula Beach (4811039) SV 09999,Non-immigrants,,,,,4811039,Edmonton,4811039|Non-immigrants,,,,,,,,,
Betula Beach (4811039) SV 09999,Immigrant,,,,,4811039,Edmonton,4811039|Immigrant,,,,,,,,,
Point Alison (4811041) SV 09999,Total Immigrant Status,,,,,4811041,Edmonton,4811041|Total Immigrant Status,,,,,,,,,
Point Alison (4811041) SV 09999,Non-immigrants,,,,,4811041,Edmonton,4811041|Non-immigrants,,,,,,,,,
Point Alison (4811041) SV 09999,Immigrant,,,,,4811041,Edmonton,4811041|Immigrant,,,,,,,,,
Lakeview (4811042) SV 09999,Total Immigrant Status,,,,,4811042,Edmonton,4811042|Total Immigrant Status,,,,,,,,,
Lakeview (4811042) SV 09999,Non-immigrants,,,,,4811042,Edmonton,4811042|Non-immigrants,,,,,,,,,
Lakeview (4811042) SV 09999,Immigrant,,,,,4811042,Edmonton,4811042|Immigrant,,,,,,,,,
Kapasiwin (4811044) SV 09999,Total Immigrant Status,,,,,4811044,Edmonton,4811044|Total Immigrant Status,,,,,,,,,
Kapasiwin (4811044) SV 09999,Non-immigrants,,,,,4811044,Edmonton,4811044|Non-immigrants,,,,,,,,,
Kapasiwin (4811044) SV 09999,Immigrant,,,,,4811044,Edmonton,4811044|Immigrant,,,,,,,,,
Spring Lake (4811046) VL 00000,Immigrant,15.8,15.8,,,4811046,Edmonton,4811046|Immigrant,60.0,124000.0,60.0,124000.0,0.0,,19592.0,19592.0,
Gibbons (4811064) T 00010,Immigrant,22.6,22.6,,,4811064,Edmonton,4811064|Immigrant,150.0,134000.0,150.0,134000.0,0.0,,30284.0,30284.0,
Redwater (4811065) T 00020,Immigrant,20.8,16.8,,,4811065,Edmonton,4811065|Immigrant,75.0,84000.0,55.0,88000.0,0.0,,17472.0,14784.0,
Bon Accord (4811066) T 00000,Immigrant,27.2,18.4,,,4811066,Edmonton,4811066|Immigrant,120.0,108000.0,75.0,136000.0,0.0,,29376.0,25024.0,
Legal (4811069) T 00000,Immigrant,14.0,14.4,,,4811069,Edmonton,4811069|Immigrant,50.0,120000.0,45.0,128000.0,0.0,,16800.0,18432.0,
Enoch Cree Nation (4811804) IRI 02030,Total Immigrant Status,,,,,4811804,Edmonton,4811804|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Enoch Cree Nation (4811804) IRI 02030,Non-immigrants,,,,,4811804,Edmonton,4811804|Non-immigrants,0.0,,0.0,,0.0,,,,
Enoch Cree Nation (4811804) IRI 02030,Immigrant,,,,,4811804,Edmonton,4811804|Immigrant,0.0,,0.0,,0.0,,,,
Alexander 134 (4811805) IRI 03030,Total Immigrant Status,,,,,4811805,Edmonton,4811805|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Alexander 134 (4811805) IRI 03030,Non-immigrants,,,,,4811805,Edmonton,4811805|Non-immigrants,0.0,,0.0,,0.0,,,,
Alexander 134 (4811805) IRI 03030,Immigrant,,,,,4811805,Edmonton,4811805|Immigrant,0.0,,0.0,,0.0,,,,
Wabamun 133A (4811806) IRI 03030,Total Immigrant Status,,,,,4811806,Edmonton,4811806|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Wabamun 133A (4811806) IRI 03030,Non-immigrants,,,,,4811806,Edmonton,4811806|Non-immigrants,0.0,,0.0,,0.0,,,,
Wabamun 133A (4811806) IRI 03030,Immigrant,,,,,4811806,Edmonton,4811806|Immigrant,0.0,,0.0,,0.0,,,,
Wabamun 133B (4811807) IRI 09999,Total Immigrant Status,,,,,4811807,Edmonton,4811807|Total Immigrant Status,,,,,,,,,
Wabamun 133B (4811807) IRI 09999,Non-immigrants,,,,,4811807,Edmonton,4811807|Non-immigrants,,,,,,,,,
Wabamun 133B (4811807) IRI 09999,Immigrant,,,,,4811807,Edmonton,4811807|Immigrant,,,,,,,,,
Belcarra (5915036) VL 00000,Immigrant,24.1,19.0,,,5915036,Vancouver,5915036|Immigrant,165.0,208000.0,140.0,232000.0,0.0,,50128.0,44080.0,
Semiahmoo (5915801) IRI 01919,Total Immigrant Status,,,,,5915801,Vancouver,5915801|Total Immigrant Status,,,,,,,,,
Semiahmoo (5915801) IRI 01919,Non-immigrants,,,,,5915801,Vancouver,5915801|Non-immigrants,,,,,,,,,
Semiahmoo (5915801) IRI 01919,Immigrant,,,,,5915801,Vancouver,5915801|Immigrant,,,,,,,,,
Tsawwassen (5915802) TWL 00000,Total Immigrant Status,,,,,5915802,Vancouver,5915802|Total Immigrant Status,0.0,,0.0,,0.0,,,,
Tsawwassen (5915802) TWL 00000,Non-immigrants,,,,,5915802,Vancouver,5915802|Non-immigrants,0.0,,0.0,,0.0,,,,
Tsawwassen (5915802) TWL 00000,Immigrant,,,,,5915802,Vancouver,5915802|Immigrant,0.0,,0.0,,0.0,,,,
